gen,id,probability_maraud,position,successful_mating
0,0,0.01,0,4
0,1,0.3,600,16
0,2,0.01,1200,6
0,3,0.3,1800,17
0,4,0.01,2400,4
0,5,0.3,3000,17
0,6,0.01,3600,4
0,7,0.3,4200,12
0,8,0.01,4800,4
0,9,0.3,5400,10
0,10,0.01,6000,0
0,11,0.3,6600,14
1,0,0.005619609425844896,0,4
1,1,0.3,600,18
1,2,0.009875230218547682,1200,2
1,3,0.3,1800,11
1,4,0.01172045011819035,2400,3
1,5,0.3,3000,14
1,6,0.016011091426216397,3600,4
1,7,0.3,4200,12
1,8,0.008177217256082607,4800,1
1,9,0.3,5400,15
1,10,0.006495775062538783,6000,8
1,11,0.3,6600,16
2,0,0.007078109732204974,0,1
2,1,0.3,600,14
2,2,0.009039311251913427,1200,6
2,3,0.3,1800,5
2,4,0.016984681941512376,2400,7
2,5,0.3,3000,22
2,6,0.014567387192094524,3600,1
2,7,0.3,4200,19
2,8,0.012170804480488717,4800,0
2,9,0.3,5400,13
2,10,0.005981137344982514,6000,8
2,11,0.3,6600,12
3,0,0.0130015890207287,0,6
3,1,0.3,600,16
3,2,0.00807789170155097,1200,3
3,3,0.3210528640947575,1800,11
3,4,0.015298388692803406,2400,1
3,5,0.3,3000,12
3,6,0.006518274577568351,3600,3
3,7,0.3,4200,16
3,8,0.008783095382694103,4800,5
3,9,0.3,5400,12
3,10,0.006427557000735421,6000,1
3,11,0.3,6600,22
4,0,0.010190457653394058,0,4
4,1,0.3,600,7
4,2,0.013377473909516564,1200,8
4,3,0.3210528640947575,1800,14
4,4,0.016684096101710698,2400,6
4,5,0.3,3000,17
4,6,0.004199684321386737,3600,1
4,7,0.3,4200,16
4,8,0.01360031053646939,4800,2
4,9,0.3,5400,18
4,10,0.012911622770165766,6000,2
4,11,0.3,6600,13
5,0,0.006723129531916308,0,1
5,1,0.33768545405966577,600,18
5,2,0.014567680669066928,1200,3
5,3,0.3210528640947575,1800,11
5,4,0.021471333592561894,2400,6
5,5,0.3,3000,12
5,6,0.005124304698936149,3600,7
5,7,0.3,4200,11
5,8,0.024114798617184886,4800,5
5,9,0.3,5400,11
5,10,0.00869339716321893,6000,6
5,11,0.3,6600,17
6,0,0.018546547823809288,0,4
6,1,0.33768545405966577,600,11
6,2,0.009014570354475547,1200,3
6,3,0.3210528640947575,1800,7
6,4,0.032037728962643196,2400,9
6,5,0.3,3000,19
6,6,0.0066337079090915615,3600,4
6,7,0.3,4200,11
6,8,0.02583624431349474,4800,4
6,9,0.3,5400,20
6,10,0.012627215901716098,6000,5
6,11,0.3,6600,11
7,0,0.027245743684783934,0,7
7,1,0.33768545405966577,600,19
7,2,0.007446905766400296,1200,5
7,3,0.3753431668246909,1800,10
7,4,0.032037728962643196,2400,6
7,5,0.3,3000,14
7,6,0.007627392664304244,3600,3
7,7,0.3,4200,10
7,8,0.014225038851814848,4800,0
7,9,0.3,5400,13
7,10,0.010460345569656172,6000,7
7,11,0.3,6600,14
8,0,0.03481507205032979,0,2
8,1,0.33768545405966577,600,11
8,2,0.0102507427268296,1200,7
8,3,0.3753431668246909,1800,11
8,4,0.03397709940357904,2400,8
8,5,0.3,3000,13
8,6,0.003668069513123123,3600,3
8,7,0.3,4200,17
8,8,0.04617959509989418,4800,8
8,9,0.3,5400,10
8,10,0.011230226045751416,6000,4
8,11,0.3,6600,14
9,0,0.02892454312317514,0,3
9,1,0.33768545405966577,600,17
9,2,0.010763962596948338,1200,7
9,3,0.3753431668246909,1800,14
9,4,0.038625029984786,2400,3
9,5,0.3,3000,11
9,6,0.009427871736665521,3600,4
9,7,0.3,4200,15
9,8,0.045109286351010136,4800,4
9,9,0.3,5400,16
9,10,0.005184817062930992,6000,4
9,11,0.3,6600,10
10,0,0.016958561801349113,0,5
10,1,0.33768545405966577,600,15
10,2,0.01049805070402521,1200,4
10,3,0.3753431668246909,1800,12
10,4,0.041725524375843204,2400,3
10,5,0.3,3000,16
10,6,0.007677207816903398,3600,4
10,7,0.3,4200,13
10,8,0.06054740925932321,4800,3
10,9,0.3,5400,17
10,10,0.0029887923657555843,6000,5
10,11,0.3,6600,11
11,0,0.028590332712642327,0,8
11,1,0.33768545405966577,600,12
11,2,0.006709244255737574,1200,4
11,3,0.3753431668246909,1800,15
11,4,0.04292671724392855,2400,3
11,5,0.3,3000,17
11,6,0.009350323229093642,3600,3
11,7,0.3,4200,9
11,8,0.048214318728892286,4800,3
11,9,0.3,5400,17
11,10,0.003893853894769537,6000,6
11,11,0.3,6600,11
12,0,0.028814532392541337,0,4
12,1,0.33768545405966577,600,17
12,2,0.012409826020134579,1200,1
12,3,0.3753431668246909,1800,14
12,4,0.03747368450427287,2400,3
12,5,0.3,3000,12
12,6,0.02128982962280423,3600,4
12,7,0.3,4200,20
12,8,0.08614721496121583,4800,6
12,9,0.3,5400,12
12,10,0.00528540215089839,6000,4
12,11,0.3,6600,11
13,0,0.021320942221650447,0,3
13,1,0.33768545405966577,600,11
13,2,0.023248354134642865,1200,4
13,3,0.3753431668246909,1800,6
13,4,0.02563090175418678,2400,4
13,5,0.3,3000,27
13,6,0.027883082373558743,3600,3
13,7,0.3,4200,10
13,8,0.08186019040344933,4800,3
13,9,0.3,5400,12
13,10,0.0047511352853223604,6000,5
13,11,0.3,6600,20
14,0,0.038445303957097096,0,3
14,1,0.33768545405966577,600,21
14,2,0.025461525185741078,1200,3
14,3,0.34577110124485444,1800,11
14,4,0.028805527952656337,2400,11
14,5,0.3,3000,14
14,6,0.029206668270717908,3600,3
14,7,0.3,4200,8
14,8,0.053354110844409795,4800,4
14,9,0.3,5400,13
14,10,0.007062154049405088,6000,5
14,11,0.3,6600,12
15,0,0.041075216908863565,0,3
15,1,0.33768545405966577,600,15
15,2,0.01220983579767443,1200,6
15,3,0.34577110124485444,1800,16
15,4,0.028805527952656337,2400,2
15,5,0.3,3000,16
15,6,0.05252761846386042,3600,6
15,7,0.3085174095477454,4200,8
15,8,0.04923577094414079,4800,4
15,9,0.3,5400,17
15,10,0.008068115505452828,6000,7
15,11,0.3,6600,8
16,0,0.03878664592481129,0,2
16,1,0.33768545405966577,600,16
16,2,0.00845805996593097,1200,3
16,3,0.34577110124485444,1800,12
16,4,0.02237099831119528,2400,4
16,5,0.3,3000,15
16,6,0.04101841773121882,3600,7
16,7,0.29132753038409026,4200,9
16,8,0.03741083672689188,4800,7
16,9,0.3,5400,14
16,10,0.008011655968197598,6000,6
16,11,0.3217368342035682,6600,13
17,0,0.02010486378035294,0,5
17,1,0.33768545405966577,600,15
17,2,0.0037273000835111817,1200,6
17,3,0.34577110124485444,1800,14
17,4,0.01880208205462527,2400,2
17,5,0.3,3000,9
17,6,0.0326922637672642,3600,6
17,7,0.29132753038409026,4200,16
17,8,0.04364304877361105,4800,5
17,9,0.3,5400,7
17,10,0.010720339582974685,6000,2
17,11,0.3217368342035682,6600,21
18,0,0.012461533959267074,0,2
18,1,0.33768545405966577,600,15
18,2,0.004012976023171768,1200,0
18,3,0.34577110124485444,1800,18
18,4,0.024273087255516645,2400,2
18,5,0.3,3000,17
18,6,0.04086878587284915,3600,6
18,7,0.29132753038409026,4200,16
18,8,0.03112970287569728,4800,5
18,9,0.2775890918498971,5400,10
18,10,0.00899411391765642,6000,5
18,11,0.3217368342035682,6600,12
19,0,0.010888188132437445,0,4
19,1,0.33768545405966577,600,10
19,2,0.0014419902067741891,1200,4
19,3,0.34577110124485444,1800,18
19,4,0.029974686728971387,2400,9
19,5,0.3,3000,15
19,6,0.03011055694845129,3600,2
19,7,0.29132753038409026,4200,19
19,8,0.020173744932337808,4800,6
19,9,0.2775890918498971,5400,11
19,10,0.005847676181993344,6000,4
19,11,0.3217368342035682,6600,6
20,0,0.013273595063238792,0,2
20,1,0.33768545405966577,600,15
20,2,0.0026059762660978025,1200,5
20,3,0.34577110124485444,1800,9
20,4,0.029974686728971387,2400,2
20,5,0.3,3000,15
20,6,0.013100681928661454,3600,6
20,7,0.29132753038409026,4200,18
20,8,0.015722940946496674,4800,5
20,9,0.2775890918498971,5400,9
20,10,0.0039040809118996407,6000,4
20,11,0.3754180179208911,6600,18
21,0,0.03221418454286619,0,3
21,1,0.33768545405966577,600,11
21,2,0.002857367136991822,1200,6
21,3,0.34577110124485444,1800,14
21,4,0.01398742270667314,2400,6
21,5,0.3,3000,11
21,6,0.009592673454364284,3600,3
21,7,0.29132753038409026,4200,8
21,8,0.010576907442761276,4800,12
21,9,0.2775890918498971,5400,14
21,10,0.0031056756674038137,6000,6
21,11,0.3754180179208911,6600,14
22,0,0.015121718733811356,0,5
22,1,0.33768545405966577,600,13
22,2,0.0033266792763508406,1200,4
22,3,0.34577110124485444,1800,19
22,4,0.008703587176799041,2400,3
22,5,0.3,3000,16
22,6,0.009601382218595718,3600,4
22,7,0.28619180620713736,4200,10
22,8,0.010576907442761276,4800,8
22,9,0.2775890918498971,5400,15
22,10,0.004283802783100444,6000,5
22,11,0.3754180179208911,6600,6
23,0,0.009355661015263536,0,4
23,1,0.33768545405966577,600,18
23,2,0.004580161926376741,1200,4
23,3,0.34577110124485444,1800,27
23,4,0.005823028068728032,2400,1
23,5,0.3,3000,10
23,6,0.005275015055208675,3600,6
23,7,0.28619180620713736,4200,9
23,8,0.011622010378519444,4800,4
23,9,0.2775890918498971,5400,12
23,10,0.004281412801188433,6000,4
23,11,0.3799920203889089,6600,9
24,0,0.007444054180871992,0,4
24,1,0.33768545405966577,600,13
24,2,0.00299241711362495,1200,4
24,3,0.34577110124485444,1800,15
24,4,0.00520085485345318,2400,8
24,5,0.3,3000,11
24,6,0.003952477241318839,3600,3
24,7,0.28619180620713736,4200,18
24,8,0.010843963995703804,4800,4
24,9,0.2775890918498971,5400,13
24,10,0.002556657624062125,6000,1
24,11,0.3799920203889089,6600,14
25,0,0.007521429867813726,0,3
25,1,0.33768545405966577,600,15
25,2,0.0019212940929851357,1200,3
25,3,0.34577110124485444,1800,12
25,4,0.005550430374894594,2400,4
25,5,0.3,3000,11
25,6,0.004575969693832664,3600,9
25,7,0.28619180620713736,4200,15
25,8,0.006525664073614724,4800,4
25,9,0.2775890918498971,5400,8
25,10,0.0014882199489973694,6000,8
25,11,0.3799920203889089,6600,16
26,0,0.005259957689151777,0,4
26,1,0.33768545405966577,600,16
26,2,0.0029227273846278183,1200,4
26,3,0.34577110124485444,1800,12
26,4,0.005839291674835927,2400,2
26,5,0.3,3000,16
26,6,0.004575969693832664,3600,8
26,7,0.28619180620713736,4200,9
26,8,0.00548301898055869,4800,3
26,9,0.30440903348384585,5400,16
26,10,0.0013605676270275382,6000,1
26,11,0.3799920203889089,6600,17
27,0,0.0036090933447257326,0,3
27,1,0.33768545405966577,600,23
27,2,0.0031940625763950243,1200,5
27,3,0.34577110124485444,1800,12
27,4,0.009031396353667013,2400,7
27,5,0.3,3000,12
27,6,0.004124010905886313,3600,7
27,7,0.28619180620713736,4200,13
27,8,0.010103693508090367,4800,3
27,9,0.30440903348384585,5400,10
27,10,0.001214141312682211,6000,2
27,11,0.3799920203889089,6600,11
28,0,0.0027360899937291018,0,7
28,1,0.33768545405966577,600,15
28,2,0.003210339874107069,1200,3
28,3,0.34577110124485444,1800,18
28,4,0.010131379170760913,2400,2
28,5,0.3,3000,12
28,6,0.003787370590889918,3600,2
28,7,0.28619180620713736,4200,8
28,8,0.012509099036523414,4800,4
28,9,0.30440903348384585,5400,14
28,10,0.002009518876760675,6000,6
28,11,0.3799920203889089,6600,17
29,0,0.0023439540195524496,0,5
29,1,0.33768545405966577,600,11
29,2,0.002304725418691157,1200,5
29,3,0.34577110124485444,1800,9
29,4,0.00840678351928616,2400,4
29,5,0.3,3000,11
29,6,0.004316758533328977,3600,5
29,7,0.2695204321152756,4200,15
29,8,0.00872779169692671,4800,8
29,9,0.30440903348384585,5400,13
29,10,0.0015674607760513162,6000,5
29,11,0.3799920203889089,6600,17
30,0,0.002239160664967536,0,3
30,1,0.33768545405966577,600,21
30,2,0.0013312356553392456,1200,4
30,3,0.34577110124485444,1800,12
30,4,0.00543644639474649,2400,3
30,5,0.3,3000,10
30,6,0.005489413924344049,3600,4
30,7,0.2695204321152756,4200,19
30,8,0.009633607257071335,4800,7
30,9,0.30440903348384585,5400,14
30,10,0.0015245186770160798,6000,3
30,11,0.3799920203889089,6600,8
31,0,0.004094436443133434,0,5
31,1,0.33768545405966577,600,13
31,2,0.0013115602393920073,1200,5
31,3,0.34577110124485444,1800,14
31,4,0.010088564190708122,2400,2
31,5,0.3,3000,15
31,6,0.00833602885341718,3600,4
31,7,0.2695204321152756,4200,11
31,8,0.012009278779218544,4800,6
31,9,0.30440903348384585,5400,16
31,10,0.0014565218182167232,6000,3
31,11,0.3879873379786485,6600,14
32,0,0.0049463740804169066,0,3
32,1,0.33768545405966577,600,16
32,2,0.002065958780195718,1200,9
32,3,0.34577110124485444,1800,12
32,4,0.00437897281941161,2400,7
32,5,0.3,3000,13
32,6,0.01681567214336759,3600,3
32,7,0.2695204321152756,4200,15
32,8,0.011198011623694694,4800,2
32,9,0.30440903348384585,5400,12
32,10,0.0006239301779971733,6000,4
32,11,0.3879873379786485,6600,12
33,0,0.009159287920722958,0,6
33,1,0.33768545405966577,600,9
33,2,0.002065958780195718,1200,3
33,3,0.34577110124485444,1800,11
33,4,0.00391339456593037,2400,2
33,5,0.3,3000,17
33,6,0.018281569774328613,3600,2
33,7,0.2695204321152756,4200,22
33,8,0.008116592758000666,4800,5
33,9,0.30440903348384585,5400,13
33,10,0.0009856581535499084,6000,7
33,11,0.3879873379786485,6600,11
34,0,0.007687748830639299,0,6
34,1,0.33768545405966577,600,15
34,2,0.002508972533316968,1200,3
34,3,0.34577110124485444,1800,7
34,4,0.004838029548406931,2400,2
34,5,0.3,3000,11
34,6,0.010214011006220472,3600,5
34,7,0.2695204321152756,4200,11
34,8,0.009084624001299219,4800,13
34,9,0.30440903348384585,5400,14
34,10,0.0012034087836913538,6000,5
34,11,0.3879873379786485,6600,16
35,0,0.01065190375269419,0,6
35,1,0.33768545405966577,600,14
35,2,0.0024464830361866645,1200,2
35,3,0.2967033342383929,1800,13
35,4,0.010540286185463193,2400,4
35,5,0.3,3000,13
35,6,0.012142825170649678,3600,3
35,7,0.2695204321152756,4200,15
35,8,0.009084624001299219,4800,6
35,9,0.30440903348384585,5400,14
35,10,0.0018113942415779742,6000,4
35,11,0.3879873379786485,6600,14
36,0,0.008917723971364092,0,5
36,1,0.33768545405966577,600,15
36,2,0.001644650172974631,1200,6
36,3,0.2967033342383929,1800,18
36,4,0.015583057241698279,2400,2
36,5,0.3,3000,13
36,6,0.011134924762876246,3600,2
36,7,0.2695204321152756,4200,14
36,8,0.00786589265164584,4800,3
36,9,0.30440903348384585,5400,14
36,10,0.001282378925840216,6000,3
36,11,0.3879873379786485,6600,13
37,0,0.005949376300881494,0,3
37,1,0.33768545405966577,600,18
37,2,0.0016704891211778254,1200,11
37,3,0.2967033342383929,1800,17
37,4,0.03762918318120799,2400,5
37,5,0.3,3000,10
37,6,0.025336819018714006,3600,5
37,7,0.2695204321152756,4200,8
37,8,0.003757613107093985,4800,5
37,9,0.30440903348384585,5400,8
37,10,0.0010377022281725112,6000,5
37,11,0.3879873379786485,6600,13
38,0,0.00809904869475719,0,4
38,1,0.33768545405966577,600,15
38,2,0.0016704891211778254,1200,4
38,3,0.2967033342383929,1800,13
38,4,0.035608374071456665,2400,4
38,5,0.3,3000,15
38,6,0.016956968618809097,3600,6
38,7,0.2718070704303129,4200,8
38,8,0.0037822220272327204,4800,7
38,9,0.2857161520370919,5400,15
38,10,0.0006075829139325403,6000,0
38,11,0.3879873379786485,6600,17
39,0,0.0064846214645788176,0,3
39,1,0.33768545405966577,600,13
39,2,0.001776176955672151,1200,7
39,3,0.2967033342383929,1800,14
39,4,0.06828209888398279,2400,5
39,5,0.3,3000,20
39,6,0.0162110442427224,3600,2
39,7,0.2628163154194101,4200,12
39,8,0.004419219807468374,4800,7
39,9,0.2857161520370919,5400,11
39,10,0.0001826893616230328,6000,3
39,11,0.3879873379786485,6600,11
40,0,0.004044710095264085,0,1
40,1,0.33768545405966577,600,14
40,2,0.0021297231699502267,1200,7
40,3,0.2967033342383929,1800,11
40,4,0.045766799732182735,2400,4
40,5,0.3,3000,19
40,6,0.020444539559748162,3600,3
40,7,0.2628163154194101,4200,17
40,8,0.0055211505699824465,4800,4
40,9,0.2857161520370919,5400,13
40,10,0.00021687098220025912,6000,1
40,11,0.3879873379786485,6600,14
41,0,0.003548709576134506,0,6
41,1,0.33768545405966577,600,10
41,2,0.0024273129731873016,1200,5
41,3,0.2967033342383929,1800,11
41,4,0.03681352218853932,2400,7
41,5,0.3,3000,10
41,6,0.028110426518052935,3600,6
41,7,0.2628163154194101,4200,16
41,8,0.005800539456921267,4800,3
41,9,0.2857161520370919,5400,13
41,10,0.00011400735696026115,6000,4
41,11,0.3879873379786485,6600,17
42,0,0.003836883954158317,0,4
42,1,0.33768545405966577,600,11
42,2,0.0029455042161739887,1200,3
42,3,0.2967033342383929,1800,21
42,4,0.03404500596198754,2400,5
42,5,0.3,3000,9
42,6,0.04097684112440113,3600,4
42,7,0.2628163154194101,4200,10
42,8,0.004203314989428429,4800,2
42,9,0.2857161520370919,5400,15
42,10,7.705575020979038e-05,6000,1
